"Name","model","dataset_name","Tags","metric_glu_rs/NRMSE_Sum","metric_glu_rs/ND_Sum","metric_glu_rs/CRPS_Sum","pred_len","epoch","Notes","Runtime","input_dim","enc_in","D3PM_kernel_size","T","UNet_Type","ablation_study_F_type","ablation_study_case","ablation_study_masking_tau","ablation_study_masking_type","beta_max","cond_ddpm_channels_conv","cond_ddpm_num_layers","ddpm_channels_conv","ddpm_channels_fusion_I","ddpm_dim_diff_steps","ddpm_inp_embed","ddpm_layers_I","ddpm_layers_II","ddpm_layers_inp","device","diff_steps","dim_LSTM","interval","model_channels","nfe","num_vars","ot_ode","parameterization","pretrain_epochs","t0","type_sampler","use_freq_enhance","use_window_normalization","vis_ar_part","weight_pred_loss","metric/rse","metric/nrmse","metric_glu_rs/CRPS","metric_glu_rs/ND","metric_glu_rs/NRMSE","metric/nmae_sum","metric/nrmse_sum","metric_glu/CRPS","metric_glu/CRPS_Sum","metric_glu/NRMSE","metric_rs/corr","metric_rs/mae","metric_rs/mape","metric_rs/mse","metric_rs/mspe","metric_rs/nmae","metric_rs/nmae_sum","metric_rs/nrmse","metric_rs/nrmse_sum","metric_rs/rmse","metric_rs/rse","metric_glu/ND_Sum","metric_glu/ND","metric/nmae","metric_glu/NRMSE_Sum (Min)","lr_optim"
"patchtst_2023-11-16_06-39-34","TimeDiff","traf","","0.09382490197017482","0.08213463131072145","0.08213463042082658","24","17","glounts metrics 8","41299","963","963","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","963","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.19223397753846153","0.192233977208553","0.353408455337627","Infinity","Infinity","Infinity","Infinity","Infinity","[8.575170018509937e-10,-4.8818046827214794e-11,-1.548952771601719e-10,6.053636480984892e-10,1.2592862863591847e-10,2.2913411446001675e-10,-3.0036517717491046e-10,7.006734081826949e-10,-6.813274944228452e-11,-9.287375729583047e-11,7.574469523818905e-11,-2.8935501564242294e-11,-5.380790812914427e-10,-7.13615444514204e-10,8.713782473357411e-10,-3.3990477099621325e-10,-1.7924271789038215e-10,1.7801964069530382e-10,-2.5135094006145664e-10,-1.2315071185042823e-10,-3.6755873344951335e-10,-2.6929675503439832e-11,6.286435816349466e-10,-5.236980293865655e-10]","0.010186991654336452","0.18817542493343353","0.0003507401852402836","0.0995069146156311","0.19223393499851227","0.0004888965631835163","0.3534083962440491","0.00055848149349913","0.01872805878520012","1.8460816144943235","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-22-13","TimeDiff","wiki","","0.12190253832789782","0.1154336610121773","0.1154336597413862","30","61","glounts metrics 8","41282","2000","2000","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","2000","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.4008453286270601","0.4008453287761814","1.092333141544163","Infinity","Infinity","Infinity","Infinity","Infinity","[3.8772197258341023e-11,6.12103562280808e-11,1.4058303132724603e-11,1.9858290012386703e-10,-3.590702388200917e-11,6.615410996779758e-11,-1.986700942646635e-10,4.9861486467461795e-11,-6.736524532646726e-11,-1.1531690186084019e-10,1.8565834980499576e-10,-4.1458232680202656e-11,5.6264500003511124e-11,-8.857867217493265e-11,-4.1831829666882925e-11,-3.2898635204947624e-11,4.711087769893041e-11,3.0304384002199924e-10,-1.2918363601066574e-10,4.8137025615568874e-11,3.692210079342395e-11,2.6763881041946824e-11,-6.188142446378331e-12,1.178454989841926e-11,-2.4610846693917665e-10,9.188306365759402e-12,5.593589827435075e-11,8.762064684919578e-11,1.92567489731843e-10,-2.2293977774978655e-10]","1577.1485595703125","0.5303476452827454","18471482","15.43359375","0.40084534883499146","0.000769557838793844","1.092333197593689","0.0008126837201416492","4297.84619140625","1.0977946519851685","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-22-12","TimeDiff","taxi","","0.1043315893116616","0.0861516735730814","0.08615167282842363","24","76","glounts metrics 6","41311","1214","1214","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","1214","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.1783831311176785","0.17838313112226684","0.26721837641414925","Infinity","Infinity","Infinity","Infinity","Infinity","[1.8761571463077329e-10,1.84238097000744e-10,-1.6303951522189662e-9,1.1541089195432619e-9,8.646653393284963e-10,-1.4453631624888883e-9,-9.144941470751177e-10,8.828577452435482e-11,-1.809720373557866e-9,-3.4807789983659626e-10,1.019497375409628e-9,-7.431221749065742e-10,-6.488371506740974e-10,-2.316115077505287e-9,-2.7620656872784366e-9,-4.415218746167681e-10,4.358255978331726e-10,-4.14015877137075e-10,9.34619936998615e-10,-7.556331671487725e-10,-5.740007358312481e-10,-2.0833836045230922e-10,5.088148791188019e-10,8.238493220957821e-11]","1.5328291654586792","0.18399780988693237","5.272451877593994","0.06078626587986946","0.17838308215141296","0.00006526641664095223","0.26721829175949097","0.00007903908408479765","2.296181917190552","0.43848472833633423","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_03-22-36","TimeDiff","cup","","0.16593076758164282","0.12893938557676535","0.12893938433635385","24","98","glounts metrics 9","41217","270","270","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","270","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.3735225422105481","0.373522542696333","0.960243657394258","Infinity","Infinity","Infinity","Infinity","Infinity","[1.5505940975657495e-10,-5.2279749973571654e-11,3.0953371810138464e-11,8.366785042568381e-11,1.7054481438183444e-10,-6.968265547913077e-11,-1.1486048917541679e-10,2.3508942015304507e-10,-9.763689162722855e-11,-8.984062105366064e-11,-3.6091815647232295e-10,7.10655978508612e-11,1.311215025445733e-10,1.7700649279639435e-10,-2.3320662068115894e-10,2.8398150150876766e-11,1.9648753457612855e-10,-1.7247935718556207e-11,8.955608477023702e-11,-1.2432255225292008e-10,-9.341805107254686e-11,2.5885563137428846e-10,9.170058462570907e-11,1.0688034485228926e-10]","15.127070426940918","0.3214263916015625","1512.30322265625","0.3297143578529358","0.3735225200653076","0.0017908249283209443","0.9602435827255248","0.0023045940324664116","38.88834381103515","1.2219446897506714","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-22-09","TimeDiff","sol","","","","","24","","glounts metrics 8","10","137","137","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","137","true","x_start","20","0.0001","dpm","0","true","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"patchtst_2023-11-16_01-22-09","TimeDiff","sol","","0.3148633017836535","0.27994160987018746","0.2799416015166994","24","77","glounts metrics 6","41311","137","137","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","137","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.29133422970940365","0.29133422962731675","0.36328148547943967","Infinity","Infinity","Infinity","Infinity","Infinity","[6.589502832277104e-10,1.013588735512827e-12,-1.7663789875221878e-10,7.922339173571658e-11,5.846190753722168e-10,6.055773105195782e-10,3.741835452597541e-10,1.7850371181182823e-10,-1.9122531336179802e-10,2.2948395961286392e-10,3.2629376978121627e-10,3.487864164153365e-10,-6.786484707532735e-10,-1.37498207264386e-10,1.790977643967295e-10,-2.23214724481835e-10,5.250552770341699e-11,-8.40271185964525e-10,-6.820608522417614e-10,-7.343634589318525e-10,-1.692634088445999e-10,-5.567596383926342e-10,-1.3341318327864116e-10,4.831371969160614e-10]","11.83815097808838","0.29618802666664124","217.906982421875","0.12255150079727171","0.29133424162864685","0.0016663188580423594","0.3632814586162567","0.001874186214990914","14.761672973632812","0.917896032333374","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-22-08","TimeDiff","traf","","0.09860960963795912","0.08234090271020114","0.08234090048546398","24","31","glounts metrics 9","41312","963","963","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","963","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.1807567119327161","0.18075671185102657","0.3459458660057716","Infinity","Infinity","Infinity","Infinity","Infinity","[1.035453278674936e-9,-3.5225933281424204e-10,9.239424780815851e-10,9.493923425196724e-10,-6.402429697516253e-10,-3.5830224898170115e-10,5.7961691002361704e-11,-1.2364996526681438e-10,-7.50166456731094e-11,-5.892512033867091e-10,1.432016033531269e-10,-6.768668958656576e-11,8.707494170145934e-10,1.0223661917052596e-9,-1.33832014914681e-10,-6.049728773493968e-11,2.4794724606813645e-10,6.550181508302443e-10,2.939627985476534e-10,-1.3743524374110194e-10,1.0367656039234063e-10,7.550258751543025e-10,-3.4407526827706647e-10,-2.674480914510724e-10]","0.009578781202435492","0.17671284079551697","0.00033608407829888165","0.09489420801401138","0.18075667321681976","0.0004901243955828249","0.345945805311203","0.0005869619199074805","0.018332596868276596","1.80709969997406","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-22-06","TimeDiff","taxi","pick","0.10414377448603432","0.0874341942386535","0.08743419516061074","24","99","glounts metrics 10","100903","1214","1214","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","1214","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.17918833749924104","0.17918833750251345","0.2624481004278795","Infinity","Infinity","Infinity","Infinity","Infinity","[5.517205026173143e-10,-2.9425553660367143e-10,7.422087944242151e-10,4.594997993212502e-10,1.7701583532314655e-9,-7.787764322308988e-10,5.440856654104208e-10,3.6040642692469755e-10,1.0429481722695755e-9,1.046462028142514e-9,-1.7057893986205384e-9,-9.34086030746073e-10,-2.189453202072755e-10,-1.316303843701405e-9,2.2920536579817963e-9,1.6806082081544103e-9,-4.788531723920464e-11,7.66758878611995e-10,8.181494925985078e-10,-1.1195417509712867e-10,-9.530811695412922e-10,1.2166531115909152e-9,1.0757760654511728e-10,1.9589589672630578e-10]","1.5397484302520752","0.18567854166030884","5.0858869552612305","0.059872157871723175","0.1791883111000061","0.00006623801891691983","0.2624479830265045","0.0000788968027336523","2.2551910877227783","0.4306569695472718","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-21-43","TimeDiff","wiki","","0.12393519456600088","0.117602279534862","0.11760228207644416","30","63","glounts metrics 7","41341","2000","2000","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","2000","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.40104687554214713","0.401046875468249","1.090591868513156","Infinity","Infinity","Infinity","Infinity","Infinity","[-2.1486784573809817e-11,-2.3114171687765858e-10,-7.312428440542362e-12,2.0676109435679988e-10,-1.1407816358222077e-10,1.1707976255159736e-10,1.9051427102567686e-10,6.159032311936484e-11,7.237737492671313e-11,4.716127488535449e-11,-2.2088901888150936e-11,9.772765235949166e-11,1.49116927139481e-10,-1.5579858236858255e-10,2.0865317806872952e-10,-4.1210718865203326e-11,1.1359316265391328e-12,-1.6902158492260178e-11,-4.390652771912862e-11,-4.9143893815495326e-11,1.5652335330629263e-11,-2.9315008753805216e-11,-8.908623838621564e-11,-5.2082550078269556e-11,-4.7766894606393606e-11,5.7497586553045814e-11,1.0906139186195317e-10,4.4019170253317697e-11,9.455758398502212e-11,5.625125018560162e-11]","1577.9412841796875","0.5307993292808533","18412638","15.43071174621582","0.40104684233665466","0.0007840152247808874","1.0905919075012207","0.000826234754640609","4290.9951171875","1.0960447788238523","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-21-40","TimeDiff","cup","","0.16593076758164282","0.12893938557676535","0.12893938433635385","24","98","glounts metrics 7","41342","270","270","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","270","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.3735225422105481","0.373522542696333","0.960243657394258","Infinity","Infinity","Infinity","Infinity","Infinity","[1.5505940975657495e-10,-5.2279749973571654e-11,3.0953371810138464e-11,8.366785042568381e-11,1.7054481438183444e-10,-6.968265547913077e-11,-1.1486048917541679e-10,2.3508942015304507e-10,-9.763689162722855e-11,-8.984062105366064e-11,-3.6091815647232295e-10,7.10655978508612e-11,1.311215025445733e-10,1.7700649279639435e-10,-2.3320662068115894e-10,2.8398150150876766e-11,1.9648753457612855e-10,-1.7247935718556207e-11,8.955608477023702e-11,-1.2432255225292008e-10,-9.341805107254686e-11,2.5885563137428846e-10,9.170058462570907e-11,1.0688034485228926e-10]","15.127070426940918","0.3214263916015625","1512.30322265625","0.3297143578529358","0.3735225200653076","0.0017908249283209443","0.9602435827255248","0.0023045940324664116","38.88834381103515","1.2219446897506714","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_05-18-57","TimeDiff","sol","","0.2991720693464449","0.26157828949166617","0.26157829158003826","24","48","glounts metrics 7","41333","137","137","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","137","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.27545151286441133","0.27545151207668317","0.3481951619997118","Infinity","Infinity","Infinity","Infinity","Infinity","[-7.941688973112092e-10,-1.2407349453402716e-11,-7.462880868835953e-10,-1.4669755687979347e-10,2.2697412005445727e-10,-4.091822713991888e-11,-2.2126542265077376e-10,4.783107937500475e-11,-1.1843848818360314e-11,-2.4024887634865877e-10,3.5656441688125535e-10,-2.7818441994398313e-10,8.014484909057984e-11,9.877434981042653e-11,1.6922925560880486e-10,-7.355439590739364e-10,-3.800550846255746e-11,1.1140453837210627e-10,-3.6142888681922614e-10,3.6197761454914707e-10,7.067608720490171e-10,-7.773937604760305e-10,-1.6008859515803664e-10,1.8501331022768852e-10]","11.192767143249512","0.2802107632160187","200.18435668945312","0.11290878057479858","0.2754514813423157","0.0015570136019960046","0.3481951653957367","0.0017807859694585204","14.148652076721191","0.8797777891159058","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-21-32","TimeDiff","taxi","","0.1043315893116616","0.0861516735730814","0.08615167282842363","24","77","glounts metrics 8","41342","1214","1214","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","1214","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.1783831311176785","0.17838313112226684","0.26721837641414925","Infinity","Infinity","Infinity","Infinity","Infinity","[1.8761571463077329e-10,1.84238097000744e-10,-1.6303951522189662e-9,1.1541089195432619e-9,8.646653393284963e-10,-1.4453631624888883e-9,-9.144941470751177e-10,8.828577452435482e-11,-1.809720373557866e-9,-3.4807789983659626e-10,1.019497375409628e-9,-7.431221749065742e-10,-6.488371506740974e-10,-2.316115077505287e-9,-2.7620656872784366e-9,-4.415218746167681e-10,4.358255978331726e-10,-4.14015877137075e-10,9.34619936998615e-10,-7.556331671487725e-10,-5.740007358312481e-10,-2.0833836045230922e-10,5.088148791188019e-10,8.238493220957821e-11]","1.5328291654586792","0.18399780988693237","5.272451877593994","0.06078626587986946","0.17838308215141296","0.00006526641664095223","0.26721829175949097","0.00007903908408479765","2.296181917190552","0.43848472833633423","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_05-24-14","TimeDiff","taxi","","0.11330554175709484","0.09435394127696375","0.09435394085144504","24","50","glounts metrics 9","41324","1214","1214","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","1214","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.18172892378273395","0.18172892379428268","0.2698385952236347","Infinity","Infinity","Infinity","Infinity","Infinity","[7.737637752747162e-10,7.15511039306449e-10,-1.5053698287914583e-9,-3.1985455950511716e-10,9.629661651411324e-12,-1.3029123335783763e-9,9.52113055063819e-10,-5.902972000093597e-10,-1.367513546846055e-9,-6.810798036660515e-10,1.9903467762816263e-9,2.0112058685128886e-9,5.42868694441978e-10,-1.1364486018905495e-9,5.923500023818916e-10,1.8260878920095536e-10,-1.7302480281866648e-10,-1.4694744310261854e-9,-1.504228297477539e-9,-1.1660020726722562e-9,-1.5758827576206611e-9,1.2576989449897271e-9,-3.419879830712791e-12,1.9566137599014155e-9]","1.5615795850753784","0.1877984255552292","5.376358509063721","0.06214293465018272","0.18172889947891235","0.00007148025906644762","0.2698385715484619","0.00008583753515267745","2.318697690963745","0.4427843391895294","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-19-20","TimeDiff","cup","","0.16593076758164282","0.12893938557676535","0.12893938433635385","24","98","glounts metrics 6","41462","270","270","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","270","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.3735225422105481","0.373522542696333","0.960243657394258","Infinity","Infinity","Infinity","Infinity","Infinity","[1.5505940975657495e-10,-5.2279749973571654e-11,3.0953371810138464e-11,8.366785042568381e-11,1.7054481438183444e-10,-6.968265547913077e-11,-1.1486048917541679e-10,2.3508942015304507e-10,-9.763689162722855e-11,-8.984062105366064e-11,-3.6091815647232295e-10,7.10655978508612e-11,1.311215025445733e-10,1.7700649279639435e-10,-2.3320662068115894e-10,2.8398150150876766e-11,1.9648753457612855e-10,-1.7247935718556207e-11,8.955608477023702e-11,-1.2432255225292008e-10,-9.341805107254686e-11,2.5885563137428846e-10,9.170058462570907e-11,1.0688034485228926e-10]","15.127070426940918","0.3214263916015625","1512.30322265625","0.3297143578529358","0.3735225200653076","0.0017908249283209443","0.9602435827255248","0.0023045940324664116","38.88834381103515","1.2219446897506714","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-18-30","TimeDiff","cup","","0.16593076758164282","0.12893938557676535","0.12893938433635385","24","98","glounts metrics 2","41341","270","270","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","270","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.3735225422105481","0.373522542696333","0.960243657394258","Infinity","Infinity","Infinity","Infinity","Infinity","[1.5505940975657495e-10,-5.2279749973571654e-11,3.0953371810138464e-11,8.366785042568381e-11,1.7054481438183444e-10,-6.968265547913077e-11,-1.1486048917541679e-10,2.3508942015304507e-10,-9.763689162722855e-11,-8.984062105366064e-11,-3.6091815647232295e-10,7.10655978508612e-11,1.311215025445733e-10,1.7700649279639435e-10,-2.3320662068115894e-10,2.8398150150876766e-11,1.9648753457612855e-10,-1.7247935718556207e-11,8.955608477023702e-11,-1.2432255225292008e-10,-9.341805107254686e-11,2.5885563137428846e-10,9.170058462570907e-11,1.0688034485228926e-10]","15.127070426940918","0.3214263916015625","1512.30322265625","0.3297143578529358","0.3735225200653076","0.0017908249283209443","0.9602435827255248","0.0023045940324664116","38.88834381103515","1.2219446897506714","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-18-14","TimeDiff","traf","","0.08121237571456741","0.07240598477929526","0.07240598655908498","24","31","glounts metrics 3","41371","963","963","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","963","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.17890540633427324","0.17890540593614526","0.33888121246557423","Infinity","Infinity","Infinity","Infinity","Infinity","[-6.812000269418306e-11,-2.3228959034060634e-10,5.064494379425355e-10,2.3183617525734943e-10,2.0255692956272495e-10,-5.681776577004527e-11,7.151805536675937e-11,3.3909910990281844e-10,3.753745092538452e-10,-1.187458686935372e-9,-1.212352995771937e-10,4.5228426039101155e-12,-9.921264504386683e-11,-8.772500503795301e-10,-2.3369103874237846e-10,-3.092689992989506e-10,8.833168085864428e-10,5.4911901414822495e-11,3.696724870660972e-10,4.71299554938298e-10,7.569115889616285e-10,2.1570893682376635e-10,5.754633991550405e-10,5.549509185520661e-10]","0.0094806756824255","0.1747297644615173","0.00032249774085357785","0.09034591168165208","0.17890536785125732","0.0004309880023356527","0.33888116478919983","0.0004834069695789367","0.017958221957087517","1.770196557044983","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-18-09","TimeDiff","sol","","0.30601996912932056","0.25816184234909706","0.258161839738632","24","76","glounts metrics 2","41359","137","137","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","137","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.2684211972884879","0.2684211970585426","0.34985648429909016","Infinity","Infinity","Infinity","Infinity","Infinity","[-9.993804672703275e-10,-9.780176668527931e-10,4.953861765244483e-10,5.18501019897144e-10,-2.7651193834632437e-11,1.120883334065903e-11,-1.6367708577380566e-10,5.535465835704301e-11,-2.6359633920058906e-10,-1.7595685325444418e-11,-2.0301658965049538e-10,5.1781690046937e-10,-1.094395130074588e-9,-1.191006321343835e-10,3.9473702084791285e-10,-5.199610741968286e-10,5.738072794692073e-10,-4.3356015999584935e-10,-7.554650655050564e-11,-6.726443404006521e-13,1.2415811434518529e-10,4.996111857558104e-10,4.498388328499914e-10,2.4504970275174287e-10]","10.907094955444336","0.27219629287719727","202.09915161132812","0.11237798631191254","0.2684211730957031","0.0015366773586720228","0.3498564660549164","0.0018215473974123595","14.216157913208008","0.8839753270149231","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_06-39-51","TimeDiff","elec","","0.1572386336232135","0.14787998949653378","0.1478799874127773","24","24","glounts metrics 4","41354","370","370","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","370","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.16980976568240755","0.1698097649475262","1.6042827324382063","Infinity","Infinity","Infinity","Infinity","Infinity","[9.154290103730033e-10,1.606731192538291e-9,9.960724467461546e-10,1.2284137596019207e-10,-8.974807008677033e-10,5.364143573771685e-10,7.338984975291395e-10,-5.010862835774788e-10,-2.4253565822363043e-9,1.6820674852979776e-9,7.516163247345276e-10,6.64594490551451e-10,2.0230214725636128e-10,2.2698946888777272e-10,2.242966257171019e-9,1.6065817565191762e-9,-2.383312658338354e-9,-1.3480705440827023e-9,4.130689193471149e-11,5.468010072506857e-11,1.3129932696642752e-9,-1.6240611078188751e-9,6.057147006188757e-10,4.183094426402078e-10]","102.42236328125","Infinity","936323.75","Infinity","0.16980977356433868","0.0008802379597909749","1.6042827367782593","0.0009359442628920078","967.6382446289062","0.33093729615211487","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-18-07","TimeDiff","taxi","","0.10313093126082892","0.08814153294844805","0.0881415332321272","24","98","glounts metrics 5","91143","1214","1214","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","1214","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.17715344406854588","0.17715344412112974","0.2648953688313528","Infinity","Infinity","Infinity","Infinity","Infinity","[-1.1565490787290855e-9,1.387234438432472e-9,8.027342124350412e-10,9.850025239899196e-10,-3.5904068607095496e-10,-2.0496025016081276e-11,-3.045415586377942e-10,-9.7715957547706e-10,-1.1867571370061112e-9,-1.6670284042064052e-9,-3.4621605582429993e-10,-3.3994793091629555e-10,2.1293857788151627e-9,-2.1108232939326403e-9,-1.1695042712034363e-9,-3.151807981272014e-10,4.947543069677707e-11,2.5593827057690527e-10,-1.033673369121857e-9,6.375441841122154e-10,1.4225286504299104e-9,7.763641951541445e-10,-1.4841508022556127e-9,-1.2410557026498734e-9]","1.5222625732421875","0.1831172406673431","5.18118143081665","0.060333430767059326","0.17715339362621307","0.00006677389319520444","0.26489531993865967","0.00007812949479557574","2.2762207984924316","0.43467286229133606","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-18-03","TimeDiff","wiki","","0.15238174941142324","0.14567499135353754","0.14567499728389588","30","98","glounts metrics 5","91143","2000","2000","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","2000","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.40990179297505414","0.4099017927815734","1.056552368917093","Infinity","Infinity","Infinity","Infinity","Infinity","[-2.2280377195982304e-11,-1.1426317531038066e-10,-1.0771328273762035e-10,2.591351265512909e-11,-2.5494828470584707e-11,-3.882862781301455e-11,1.2416062622477853e-10,-5.5714020202879404e-11,1.0341544981473659e-10,-1.354054281893502e-11,2.0942169873250368e-11,2.6295061614223236e-11,-1.2187865994217614e-10,-9.551658769479944e-11,-1.200582133709105e-10,-4.2714172476809864e-11,2.7430387822269253e-11,2.3129054227410958e-11,7.148481112606575e-11,-5.443548736772108e-11,7.913784211277529e-11,1.0424322516300322e-10,-1.7412765673796568e-11,3.1668091760028716e-11,3.255550690139941e-11,-5.41343393722915e-11,-3.021208283549015e-11,7.193301510000083e-11,1.3485985765615547e-11,-4.4275416666295087e-11]","1612.78173828125","0.53932785987854","17281186","15.374549865722656","0.40990182757377625","0.0009711667080409824","1.0565522909164429","0.0010158783989027145","4157.064453125","1.0618350505828855","Infinity","Infinity","Infinity","Infinity",""
"patchtst_2023-11-16_01-17-59","TimeDiff","taxi","","0.10255267341412712","0.08743872026855293","0.087438719913954","24","79","glounts metrics 4","41371","1214","1214","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","256","256","5","5","5","cuda:0","100","64","1000","256","100","1214","true","x_start","20","0.0001","dpm","0","true","0","0","Infinity","Infinity","0.176827499378111","0.17682749939478476","0.26432879571843315","Infinity","Infinity","Infinity","Infinity","Infinity","[-3.115332158909467e-10,-8.944757712292527e-10,9.847418436237374e-10,3.359718891982055e-10,6.624066295479736e-10,-1.2729638176889324e-10,-5.974827854693388e-10,-2.1506534053639115e-10,1.0185021714903542e-9,3.682745775002161e-10,5.249376489047107e-10,4.5389028646702906e-10,-1.448752229293859e-9,9.261514333225307e-10,-2.228490725286747e-9,9.961848013162464e-10,4.2259762356167125e-10,2.9693365821703566e-11,-2.905319040902299e-10,1.225090445755583e-10,-1.5826834287580027e-9,9.972284109593943e-10,8.358364000926598e-10,8.62055316019905e-10]","1.519461750984192","0.18281526863574984","5.1590399742126465","0.06015072017908096","0.17682744562625885","0.00006624145316891372","0.2643287181854248","0.00007769142393954098","2.271352052688598","0.43374311923980713","Infinity","Infinity","Infinity","Infinity",""
